DayIdx,Date,Period,Student,Subject,Teacher,Booth,Type
13,Day14(Sun),8,Reg(ExistingStudent),Japanese,T12,3,Regular
13,Day14(Sun),8,S061,Japanese,T14,3,Seasonal
14,Day15(Mon),1,Reg(ExistingStudent),Japanese,T05,8,Regular
14,Day15(Mon),1,Reg(ExistingStudent),Math,T08,9,Regular
14,Day15(Mon),1,Reg(ExistingStudent),English,T09,4,Regular
14,Day15(Mon),2,Reg(ExistingStudent),English,T06,10,Regular
14,Day15(Mon),2,Reg(ExistingStudent),Math,T10,6,Regular
14,Day15(Mon),3,Reg(ExistingStudent),Science,T15,6,Regular
14,Day15(Mon),4,Reg(ExistingStudent),English,T08,3,Regular
14,Day15(Mon),4,S010,Science,T09,7,Seasonal
14,Day15(Mon),4,S014,Social,T11,10,Seasonal
14,Day15(Mon),5,Reg(ExistingStudent),Science,T02,1,Regular
14,Day15(Mon),5,S010,Math,T06,2,Seasonal
14,Day15(Mon),5,S041,English,T08,10,Seasonal
14,Day15(Mon),5,S060,English,T09,9,Seasonal
14,Day15(Mon),5,S063,Math,T10,1,Seasonal
14,Day15(Mon),5,S043,Social,T11,8,Seasonal
14,Day15(Mon),5,S017,Japanese,T12,5,Seasonal
14,Day15(Mon),6,Reg(ExistingStudent),Science,T03,8,Regular
14,Day15(Mon),6,S075,English,T05,10,Seasonal
14,Day15(Mon),6,S008,Math,T06,8,Seasonal
14,Day15(Mon),6,S003,English,T08,3,Seasonal
14,Day15(Mon),6,S021,Japanese,T10,9,Seasonal
14,Day15(Mon),6,Reg(ExistingStudent),Math,T10,5,Regular
14,Day15(Mon),6,S057,Social,T11,7,Seasonal
14,Day15(Mon),6,S069,English,T12,2,Seasonal
14,Day15(Mon),7,Reg(ExistingStudent),Science,T01,8,Regular
14,Day15(Mon),7,S021,Social,T02,3,Seasonal
14,Day15(Mon),7,S020,Social,T05,6,Seasonal
14,Day15(Mon),7,S016,Social,T06,7,Seasonal
14,Day15(Mon),7,Reg(ExistingStudent),Social,T06,3,Regular
14,Day15(Mon),7,Reg(ExistingStudent),Math,T11,10,Regular
14,Day15(Mon),7,S080,English,T12,9,Seasonal
14,Day15(Mon),7,Reg(ExistingStudent),English,T12,9,Regular
14,Day15(Mon),8,S001,Science,T02,8,Seasonal
14,Day15(Mon),8,S050,Japanese,T05,6,Seasonal
14,Day15(Mon),8,Reg(ExistingStudent),Japanese,T08,7,Regular
14,Day15(Mon),8,Reg(ExistingStudent),English,T12,2,Regular
15,Day16(Tue),1,Reg(ExistingStudent),Japanese,T02,1,Regular
15,Day16(Tue),1,Reg(ExistingStudent),Social,T05,6,Regular
15,Day16(Tue),1,Reg(ExistingStudent),Social,T06,6,Regular
15,Day16(Tue),1,Reg(ExistingStudent),Science,T07,8,Regular
15,Day16(Tue),2,Reg(ExistingStudent),English,T05,4,Regular
15,Day16(Tue),2,Reg(ExistingStudent),Science,T14,7,Regular
15,Day16(Tue),3,S071,Social,T02,6,Seasonal
15,Day16(Tue),3,Reg(ExistingStudent),Science,T03,3,Regular
15,Day16(Tue),3,Reg(ExistingStudent),English,T05,3,Regular
15,Day16(Tue),3,Reg(ExistingStudent),Social,T10,7,Regular
15,Day16(Tue),4,S080,Japanese,T02,4,Seasonal
15,Day16(Tue),4,S012,English,T05,7,Seasonal
15,Day16(Tue),4,Reg(ExistingStudent),English,T09,9,Regular
15,Day16(Tue),4,Reg(ExistingStudent),English,T12,10,Regular
15,Day16(Tue),4,S030,Math,T13,5,Seasonal
15,Day16(Tue),4,S015,Japanese,T14,1,Seasonal
15,Day16(Tue),5,S049,Social,T05,2,Seasonal
15,Day16(Tue),5,Reg(ExistingStudent),Social,T11,1,Regular
15,Day16(Tue),5,S053,Math,T13,8,Seasonal
15,Day16(Tue),5,S071,Math,T14,3,Seasonal
15,Day16(Tue),5,Reg(ExistingStudent),Japanese,T14,2,Regular
15,Day16(Tue),6,Reg(ExistingStudent),English,T03,7,Regular
15,Day16(Tue),6,Reg(ExistingStudent),Science,T07,5,Regular
15,Day16(Tue),6,Reg(ExistingStudent),Math,T10,7,Regular
15,Day16(Tue),6,Reg(ExistingStudent),Social,T11,8,Regular
15,Day16(Tue),6,S028,Math,T14,9,Seasonal
15,Day16(Tue),7,Reg(ExistingStudent),Math,T04,9,Regular
15,Day16(Tue),7,Reg(ExistingStudent),Japanese,T07,6,Regular
15,Day16(Tue),7,Reg(ExistingStudent),Japanese,T14,10,Regular
15,Day16(Tue),8,Reg(ExistingStudent),English,T13,10,Regular
16,Day17(Wed),1,Reg(ExistingStudent),Science,T07,8,Regular
16,Day17(Wed),1,Reg(ExistingStudent),Math,T11,7,Regular
16,Day17(Wed),1,Reg(ExistingStudent),Math,T13,10,Regular
16,Day17(Wed),2,Reg(ExistingStudent),Science,T01,9,Regular
16,Day17(Wed),2,Reg(ExistingStudent),Science,T04,1,Regular
16,Day17(Wed),2,Reg(ExistingStudent),Japanese,T07,3,Regular
16,Day17(Wed),2,Reg(ExistingStudent),Science,T15,1,Regular
16,Day17(Wed),3,S075,Science,T03,5,Seasonal
16,Day17(Wed),3,Reg(ExistingStudent),Social,T05,1,Regular
16,Day17(Wed),3,S074,Science,T07,9,Seasonal
16,Day17(Wed),3,S033,English,T12,1,Seasonal
16,Day17(Wed),3,Reg(ExistingStudent),Japanese,T15,5,Regular
16,Day17(Wed),4,S037,Japanese,T01,7,Seasonal
16,Day17(Wed),4,S015,Science,T03,3,Seasonal
16,Day17(Wed),4,S044,Science,T07,4,Seasonal
16,Day17(Wed),4,Reg(ExistingStudent),Science,T11,5,Regular
16,Day17(Wed),4,S045,Japanese,T12,5,Seasonal
16,Day17(Wed),5,S072,Japanese,T01,5,Seasonal
16,Day17(Wed),5,Reg(ExistingStudent),Science,T01,8,Regular
16,Day17(Wed),5,S066,Science,T03,7,Seasonal
16,Day17(Wed),5,Reg(ExistingStudent),Math,T04,8,Regular
16,Day17(Wed),5,Reg(ExistingStudent),Social,T05,5,Regular
16,Day17(Wed),5,S007,Japanese,T07,8,Seasonal
16,Day17(Wed),5,Reg(ExistingStudent),Japanese,T08,6,Regular
16,Day17(Wed),5,Reg(ExistingStudent),Japanese,T15,4,Regular
16,Day17(Wed),6,Reg(ExistingStudent),Math,T14,7,Regular
16,Day17(Wed),7,Reg(ExistingStudent),Social,T05,6,Regular
16,Day17(Wed),7,Reg(ExistingStudent),Japanese,T14,2,Regular
16,Day17(Wed),8,Reg(ExistingStudent),Science,T04,1,Regular
16,Day17(Wed),8,Reg(ExistingStudent),Math,T06,3,Regular
16,Day17(Wed),8,Reg(ExistingStudent),Japanese,T07,9,Regular
16,Day17(Wed),8,Reg(ExistingStudent),English,T13,3,Regular
17,Day18(Thu),1,Reg(ExistingStudent),Social,T01,10,Regular
17,Day18(Thu),1,Reg(ExistingStudent),Social,T06,9,Regular
17,Day18(Thu),2,Reg(ExistingStudent),Japanese,T05,7,Regular
17,Day18(Thu),2,Reg(ExistingStudent),Math,T06,1,Regular
17,Day18(Thu),2,Reg(ExistingStudent),English,T12,9,Regular
17,Day18(Thu),3,S073,Science,T09,8,Seasonal
17,Day18(Thu),3,Reg(ExistingStudent),English,T09,6,Regular
17,Day18(Thu),4,Reg(ExistingStudent),Science,T01,3,Regular
17,Day18(Thu),4,S065,English,T09,2,Seasonal
17,Day18(Thu),4,Reg(ExistingStudent),Science,T11,5,Regular
17,Day18(Thu),4,Reg(ExistingStudent),Science,T14,3,Regular
17,Day18(Thu),5,Reg(ExistingStudent),Social,T01,7,Regular
17,Day18(Thu),5,Reg(ExistingStudent),Social,T06,7,Regular
17,Day18(Thu),5,Reg(ExistingStudent),Math,T08,8,Regular
17,Day18(Thu),5,Reg(ExistingStudent),English,T15,3,Regular
17,Day18(Thu),6,Reg(ExistingStudent),Science,T02,7,Regular
17,Day18(Thu),6,Reg(ExistingStudent),English,T09,3,Regular
17,Day18(Thu),6,Reg(ExistingStudent),Science,T15,2,Regular
17,Day18(Thu),7,Reg(ExistingStudent),Science,T01,9,Regular
17,Day18(Thu),7,S079,Math,T08,10,Seasonal
17,Day18(Thu),7,S054,Japanese,T15,5,Seasonal
17,Day18(Thu),8,Reg(ExistingStudent),English,T05,9,Regular
17,Day18(Thu),8,Reg(ExistingStudent),English,T06,8,Regular
17,Day18(Thu),8,S020,Math,T08,7,Seasonal
17,Day18(Thu),8,Reg(ExistingStudent),Math,T14,4,Regular
17,Day18(Thu),8,S011,Japanese,T15,5,Seasonal
18,Day19(Fri),1,Reg(ExistingStudent),Japanese,T05,1,Regular
18,Day19(Fri),1,Reg(ExistingStudent),Science,T09,8,Regular
18,Day19(Fri),1,Reg(ExistingStudent),Social,T10,2,Regular
18,Day19(Fri),2,Reg(ExistingStudent),Science,T01,2,Regular
18,Day19(Fri),2,Reg(ExistingStudent),Japanese,T02,7,Regular
18,Day19(Fri),2,Reg(ExistingStudent),English,T03,6,Regular
18,Day19(Fri),2,Reg(ExistingStudent),English,T13,10,Regular
18,Day19(Fri),3,S073,Math,T08,6,Seasonal
18,Day19(Fri),3,Reg(ExistingStudent),Math,T13,1,Regular
18,Day19(Fri),4,Reg(ExistingStudent),Science,T01,5,Regular
18,Day19(Fri),4,Reg(ExistingStudent),Social,T02,4,Regular
18,Day19(Fri),4,Reg(ExistingStudent),English,T03,9,Regular
18,Day19(Fri),4,S073,Math,T08,5,Seasonal
18,Day19(Fri),5,Reg(ExistingStudent),English,T03,7,Regular
18,Day19(Fri),5,Reg(ExistingStudent),English,T05,1,Regular
18,Day19(Fri),5,Reg(ExistingStudent),Math,T13,8,Regular
18,Day19(Fri),6,Reg(ExistingStudent),Social,T01,5,Regular
18,Day19(Fri),6,S017,Japanese,T12,1,Seasonal
18,Day19(Fri),6,Reg(ExistingStudent),English,T12,8,Regular
18,Day19(Fri),7,S035,Math,T06,9,Seasonal
18,Day19(Fri),7,S045,Japanese,T12,3,Seasonal
18,Day19(Fri),8,Reg(ExistingStudent),Science,T01,3,Regular
18,Day19(Fri),8,S026,Social,T06,2,Seasonal
18,Day19(Fri),8,Reg(ExistingStudent),Science,T07,9,Regular
18,Day19(Fri),8,Reg(ExistingStudent),Science,T09,5,Regular
18,Day19(Fri),8,S080,English,T12,7,Seasonal
19,Day20(Sat),1,Reg(ExistingStudent),English,T09,5,Regular
19,Day20(Sat),1,Reg(ExistingStudent),Social,T10,10,Regular
19,Day20(Sat),1,Reg(ExistingStudent),Math,T11,3,Regular
19,Day20(Sat),1,Reg(ExistingStudent),Japanese,T15,5,Regular
19,Day20(Sat),2,Reg(ExistingStudent),Social,T01,2,Regular
19,Day20(Sat),2,Reg(ExistingStudent),Social,T06,2,Regular
19,Day20(Sat),2,Reg(ExistingStudent),Japanese,T07,6,Regular
19,Day20(Sat),2,Reg(ExistingStudent),English,T13,2,Regular
19,Day20(Sat),2,Reg(ExistingStudent),Japanese,T14,6,Regular
19,Day20(Sat),3,S046,Math,T04,3,Seasonal
19,Day20(Sat),3,S040,Math,T06,2,Seasonal
19,Day20(Sat),3,Reg(ExistingStudent),Math,T06,5,Regular
19,Day20(Sat),3,Reg(ExistingStudent),Math,T10,3,Regular
19,Day20(Sat),3,S014,Social,T11,9,Seasonal
19,Day20(Sat),3,Reg(ExistingStudent),Math,T14,2,Regular
19,Day20(Sat),4,S074,Math,T04,4,Seasonal
19,Day20(Sat),4,S010,Math,T06,7,Seasonal
19,Day20(Sat),4,Reg(ExistingStudent),Math,T08,2,Regular
19,Day20(Sat),4,Reg(ExistingStudent),Japanese,T10,3,Regular
19,Day20(Sat),4,S078,Science,T11,1,Seasonal
19,Day20(Sat),5,S044,Japanese,T01,3,Seasonal
19,Day20(Sat),5,Reg(ExistingStudent),Science,T03,3,Regular
19,Day20(Sat),5,S039,English,T05,10,Seasonal
19,Day20(Sat),5,S078,Social,T06,7,Seasonal
19,Day20(Sat),5,Reg(ExistingStudent),Japanese,T07,5,Regular
19,Day20(Sat),5,S041,English,T08,8,Seasonal
19,Day20(Sat),5,S043,Social,T11,4,Seasonal
19,Day20(Sat),5,Reg(ExistingStudent),Social,T11,3,Regular
19,Day20(Sat),6,S062,Social,T01,7,Seasonal
19,Day20(Sat),6,Reg(ExistingStudent),Social,T02,7,Regular
19,Day20(Sat),6,S020,Social,T05,4,Seasonal
19,Day20(Sat),6,S056,Math,T08,10,Seasonal
19,Day20(Sat),6,Reg(ExistingStudent),English,T09,7,Regular
19,Day20(Sat),6,S006,Japanese,T14,5,Seasonal
19,Day20(Sat),7,S048,Social,T01,8,Seasonal
19,Day20(Sat),7,Reg(ExistingStudent),English,T03,9,Regular
19,Day20(Sat),7,S006,English,T05,1,Seasonal
19,Day20(Sat),7,S009,Math,T08,10,Seasonal
19,Day20(Sat),7,Reg(ExistingStudent),English,T09,3,Regular
19,Day20(Sat),7,Reg(ExistingStudent),Japanese,T10,2,Regular
19,Day20(Sat),7,S015,Japanese,T14,5,Seasonal
19,Day20(Sat),8,Reg(ExistingStudent),English,T03,7,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Math,T04,6,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Math,T06,8,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Math,T08,1,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Math,T11,7,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Japanese,T14,1,Regular
19,Day20(Sat),8,Reg(ExistingStudent),Science,T15,1,Regular
20,Day21(Sun),1,Reg(ExistingStudent),Math,T14,2,Regular
20,Day21(Sun),1,Reg(ExistingStudent),English,T15,1,Regular
20,Day21(Sun),2,Reg(ExistingStudent),English,T05,3,Regular
20,Day21(Sun),3,S010,Math,T06,4,Seasonal
20,Day21(Sun),3,Reg(ExistingStudent),Math,T08,2,Regular
20,Day21(Sun),3,S004,Math,T10,6,Seasonal
20,Day21(Sun),4,S051,Science,T02,8,Seasonal
20,Day21(Sun),4,S016,Social,T06,3,Seasonal
20,Day21(Sun),4,S018,Math,T10,5,Seasonal
20,Day21(Sun),4,S008,Math,T11,4,Seasonal
20,Day21(Sun),4,Reg(ExistingStudent),Science,T11,5,Regular
20,Day21(Sun),5,Reg(ExistingStudent),Japanese,T01,5,Regular
20,Day21(Sun),5,S051,Japanese,T02,2,Seasonal
20,Day21(Sun),5,S049,Social,T05,4,Seasonal
20,Day21(Sun),5,S036,Japanese,T08,6,Seasonal
20,Day21(Sun),5,S001,Math,T11,9,Seasonal
20,Day21(Sun),5,S042,Science,T14,1,Seasonal
20,Day21(Sun),5,Reg(ExistingStudent),Science,T15,10,Regular
20,Day21(Sun),6,S080,Japanese,T02,10,Seasonal
20,Day21(Sun),6,Reg(ExistingStudent),English,T03,2,Regular
20,Day21(Sun),6,S061,Japanese,T05,4,Seasonal
20,Day21(Sun),6,S073,Math,T08,5,Seasonal
20,Day21(Sun),6,Reg(ExistingStudent),English,T08,5,Regular
20,Day21(Sun),6,Reg(ExistingStudent),Math,T11,10,Regular
20,Day21(Sun),6,S050,Japanese,T12,9,Seasonal
20,Day21(Sun),6,S006,Japanese,T14,2,Seasonal
20,Day21(Sun),7,S075,English,T05,10,Seasonal
20,Day21(Sun),7,S013,English,T08,3,Seasonal
20,Day21(Sun),7,S010,Science,T09,9,Seasonal
20,Day21(Sun),7,Reg(ExistingStudent),Social,T11,5,Regular
20,Day21(Sun),7,S045,Japanese,T12,6,Seasonal
20,Day21(Sun),7,S028,Math,T14,8,Seasonal
20,Day21(Sun),7,Reg(ExistingStudent),Math,T14,9,Regular
20,Day21(Sun),8,Reg(ExistingStudent),Science,T02,10,Regular
20,Day21(Sun),8,Reg(ExistingStudent),Science,T04,3,Regular
20,Day21(Sun),8,Reg(ExistingStudent),English,T05,2,Regular
20,Day21(Sun),8,S079,English,T09,8,Seasonal
20,Day21(Sun),8,Reg(ExistingStudent),Social,T10,4,Regular
20,Day21(Sun),8,S069,English,T12,7,Seasonal
20,Day21(Sun),8,Reg(ExistingStudent),Japanese,T15,8,Regular
21,Day22(Mon),1,Reg(ExistingStudent),English,T12,9,Regular
21,Day22(Mon),2,Reg(ExistingStudent),Japanese,T01,4,Regular
21,Day22(Mon),2,Reg(ExistingStudent),Science,T03,3,Regular
21,Day22(Mon),2,Reg(ExistingStudent),Social,T05,7,Regular
21,Day22(Mon),2,Reg(ExistingStudent),Japanese,T12,4,Regular
21,Day22(Mon),3,S015,Science,T03,9,Seasonal
21,Day22(Mon),3,Reg(ExistingStudent),Japanese,T08,4,Regular
21,Day22(Mon),3,S055,Social,T10,10,Seasonal
21,Day22(Mon),4,Reg(ExistingStudent),Social,T01,5,Regular
21,Day22(Mon),4,Reg(ExistingStudent),Science,T02,6,Regular
21,Day22(Mon),4,S013,Science,T03,4,Seasonal
21,Day22(Mon),4,S043,English,T06,1,Seasonal
21,Day22(Mon),4,Reg(ExistingStudent),Japanese,T08,2,Regular
21,Day22(Mon),4,S063,Math,T10,9,Seasonal
21,Day22(Mon),4,Reg(ExistingStudent),Math,T10,6,Regular
21,Day22(Mon),5,Reg(ExistingStudent),Japanese,T02,9,Regular
21,Day22(Mon),5,S045,Science,T03,6,Seasonal
21,Day22(Mon),5,Reg(ExistingStudent),Science,T04,2,Regular
21,Day22(Mon),5,S076,Math,T06,3,Seasonal
21,Day22(Mon),5,Reg(ExistingStudent),Japanese,T08,8,Regular
21,Day22(Mon),5,S057,Math,T10,5,Seasonal
21,Day22(Mon),5,Reg(ExistingStudent),Japanese,T10,4,Regular
21,Day22(Mon),5,Reg(ExistingStudent),English,T15,10,Regular
21,Day22(Mon),6,Reg(ExistingStudent),Social,T06,4,Regular
21,Day22(Mon),6,Reg(ExistingStudent),Japanese,T08,7,Regular
21,Day22(Mon),6,Reg(ExistingStudent),Japanese,T10,8,Regular
21,Day22(Mon),6,Reg(ExistingStudent),Science,T11,6,Regular
21,Day22(Mon),6,Reg(ExistingStudent),English,T15,8,Regular
21,Day22(Mon),7,Reg(ExistingStudent),Science,T02,1,Regular
21,Day22(Mon),7,Reg(ExistingStudent),English,T06,3,Regular
21,Day22(Mon),7,Reg(ExistingStudent),Japanese,T08,5,Regular
21,Day22(Mon),8,Reg(ExistingStudent),Math,T06,7,Regular
21,Day22(Mon),8,Reg(ExistingStudent),English,T09,2,Regular
22,Day23(Tue),1,Reg(ExistingStudent),English,T06,10,Regular
22,Day23(Tue),1,Reg(ExistingStudent),Science,T07,7,Regular
22,Day23(Tue),1,Reg(ExistingStudent),Science,T09,5,Regular
22,Day23(Tue),1,Reg(ExistingStudent),Japanese,T12,8,Regular
22,Day23(Tue),2,Reg(ExistingStudent),Science,T03,10,Regular
22,Day23(Tue),2,Reg(ExistingStudent),Math,T04,2,Regular
22,Day23(Tue),2,Reg(ExistingStudent),English,T09,2,Regular
22,Day23(Tue),3,Reg(ExistingStudent),English,T03,5,Regular
22,Day23(Tue),3,Reg(ExistingStudent),Japanese,T10,10,Regular
22,Day23(Tue),3,Reg(ExistingStudent),English,T13,4,Regular
22,Day23(Tue),3,S065,Science,T14,6,Seasonal
22,Day23(Tue),4,Reg(ExistingStudent),Science,T03,8,Regular
22,Day23(Tue),4,Reg(ExistingStudent),English,T06,10,Regular
22,Day23(Tue),4,S071,Math,T14,5,Seasonal
22,Day23(Tue),4,Reg(ExistingStudent),Science,T14,5,Regular
22,Day23(Tue),5,Reg(ExistingStudent),Science,T03,3,Regular
22,Day23(Tue),6,Reg(ExistingStudent),English,T03,10,Regular
22,Day23(Tue),6,S079,Math,T08,8,Seasonal
22,Day23(Tue),6,Reg(ExistingStudent),Math,T11,7,Regular
22,Day23(Tue),6,Reg(ExistingStudent),Math,T13,2,Regular
22,Day23(Tue),6,Reg(ExistingStudent),Japanese,T14,3,Regular
22,Day23(Tue),7,S060,English,T08,1,Seasonal
22,Day23(Tue),7,Reg(ExistingStudent),Math,T13,9,Regular
22,Day23(Tue),8,Reg(ExistingStudent),English,T09,7,Regular
22,Day23(Tue),8,Reg(ExistingStudent),Math,T11,7,Regular
23,Day24(Wed),1,Reg(ExistingStudent),Science,T07,1,Regular
23,Day24(Wed),1,Reg(ExistingStudent),Math,T13,7,Regular
23,Day24(Wed),1,Reg(ExistingStudent),English,T15,4,Regular
23,Day24(Wed),2,Reg(ExistingStudent),Science,T04,7,Regular
23,Day24(Wed),2,Reg(ExistingStudent),Math,T10,9,Regular
23,Day24(Wed),2,Reg(ExistingStudent),Japanese,T14,8,Regular
23,Day24(Wed),3,Reg(ExistingStudent),English,T03,4,Regular
23,Day24(Wed),3,Reg(ExistingStudent),Social,T11,10,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Japanese,T01,9,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Science,T03,4,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Social,T06,9,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Japanese,T07,5,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Math,T08,4,Regular
23,Day24(Wed),4,Reg(ExistingStudent),Science,T14,9,Regular
23,Day24(Wed),5,S039,Japanese,T05,8,Seasonal
23,Day24(Wed),5,S020,Math,T08,6,Seasonal
23,Day24(Wed),5,Reg(ExistingStudent),Science,T11,2,Regular
23,Day24(Wed),5,S017,Math,T14,4,Seasonal
23,Day24(Wed),5,Reg(ExistingStudent),Science,T15,2,Regular
23,Day24(Wed),6,S050,Japanese,T05,3,Seasonal
23,Day24(Wed),6,Reg(ExistingStudent),Japanese,T05,1,Regular
23,Day24(Wed),6,S052,English,T08,6,Seasonal
23,Day24(Wed),6,S078,Science,T11,1,Seasonal
23,Day24(Wed),6,Reg(ExistingStudent),Math,T13,6,Regular
23,Day24(Wed),6,S071,Math,T14,2,Seasonal
23,Day24(Wed),6,Reg(ExistingStudent),Science,T15,6,Regular
23,Day24(Wed),7,S003,Social,T11,5,Seasonal
23,Day24(Wed),7,Reg(ExistingStudent),English,T13,1,Regular
23,Day24(Wed),8,S008,Math,T11,1,Seasonal
23,Day24(Wed),8,Reg(ExistingStudent),English,T13,7,Regular
24,Day25(Thu),1,Reg(ExistingStudent),English,T13,8,Regular
24,Day25(Thu),2,Reg(ExistingStudent),Japanese,T02,5,Regular
24,Day25(Thu),2,Reg(ExistingStudent),Social,T06,3,Regular
24,Day25(Thu),2,Reg(ExistingStudent),Japanese,T07,7,Regular
24,Day25(Thu),2,Reg(ExistingStudent),Science,T09,7,Regular
24,Day25(Thu),3,Reg(ExistingStudent),Japanese,T01,9,Regular
24,Day25(Thu),3,S076,Math,T06,9,Seasonal
24,Day25(Thu),3,Reg(ExistingStudent),English,T09,7,Regular
24,Day25(Thu),3,S035,Math,T10,4,Seasonal
24,Day25(Thu),4,Reg(ExistingStudent),Japanese,T02,6,Regular
24,Day25(Thu),4,S040,Math,T06,5,Seasonal
24,Day25(Thu),4,S072,Japanese,T08,2,Seasonal
24,Day25(Thu),4,S021,Japanese,T10,6,Seasonal
24,Day25(Thu),4,S080,English,T12,9,Seasonal
24,Day25(Thu),5,Reg(ExistingStudent),English,T06,10,Regular
24,Day25(Thu),5,S041,English,T08,2,Seasonal
24,Day25(Thu),5,S017,Japanese,T12,4,Seasonal
24,Day25(Thu),5,Reg(ExistingStudent),English,T13,5,Regular
24,Day25(Thu),6,S039,English,T05,4,Seasonal
24,Day25(Thu),6,Reg(ExistingStudent),English,T06,8,Regular
24,Day25(Thu),6,Reg(ExistingStudent),Japanese,T15,6,Regular
24,Day25(Thu),7,S006,English,T05,4,Seasonal
24,Day25(Thu),7,Reg(ExistingStudent),English,T08,8,Regular
24,Day25(Thu),7,S054,Japanese,T15,7,Seasonal
24,Day25(Thu),8,Reg(ExistingStudent),Social,T02,6,Regular
24,Day25(Thu),8,Reg(ExistingStudent),Japanese,T07,10,Regular
24,Day25(Thu),8,Reg(ExistingStudent),Japanese,T12,3,Regular
24,Day25(Thu),8,S005,English,T15,2,Seasonal
25,Day26(Fri),1,Reg(ExistingStudent),Japanese,T05,10,Regular
25,Day26(Fri),1,Reg(ExistingStudent),English,T08,4,Regular
25,Day26(Fri),1,Reg(ExistingStudent),Japanese,T10,8,Regular
25,Day26(Fri),1,Reg(ExistingStudent),Science,T14,10,Regular
25,Day26(Fri),1,Reg(ExistingStudent),English,T15,10,Regular
25,Day26(Fri),2,Reg(ExistingStudent),Social,T01,8,Regular
25,Day26(Fri),2,Reg(ExistingStudent),Social,T05,4,Regular
25,Day26(Fri),2,Reg(ExistingStudent),Science,T09,5,Regular
25,Day26(Fri),2,Reg(ExistingStudent),English,T12,10,Regular
25,Day26(Fri),2,Reg(ExistingStudent),English,T13,10,Regular
25,Day26(Fri),3,S075,Science,T02,2,Seasonal
25,Day26(Fri),3,S033,English,T12,10,Seasonal
25,Day26(Fri),3,S018,Japanese,T15,4,Seasonal
25,Day26(Fri),3,Reg(ExistingStudent),Japanese,T15,8,Regular
25,Day26(Fri),4,S019,Social,T02,2,Seasonal
25,Day26(Fri),4,Reg(ExistingStudent),Japanese,T02,2,Regular
25,Day26(Fri),4,S012,English,T05,6,Seasonal
25,Day26(Fri),4,Reg(ExistingStudent),Math,T08,5,Regular
25,Day26(Fri),4,S080,English,T12,3,Seasonal
25,Day26(Fri),4,Reg(ExistingStudent),Japanese,T12,9,Regular
25,Day26(Fri),4,Reg(ExistingStudent),Math,T13,8,Regular
25,Day26(Fri),4,S007,Japanese,T15,8,Seasonal
25,Day26(Fri),4,Reg(ExistingStudent),English,T15,6,Regular
25,Day26(Fri),5,S071,Social,T02,8,Seasonal
25,Day26(Fri),5,Reg(ExistingStudent),Social,T02,10,Regular
25,Day26(Fri),5,S012,English,T05,3,Seasonal
25,Day26(Fri),5,Reg(ExistingStudent),English,T08,8,Regular
25,Day26(Fri),5,S069,English,T12,5,Seasonal
25,Day26(Fri),5,S011,Japanese,T15,1,Seasonal
25,Day26(Fri),6,Reg(ExistingStudent),English,T03,3,Regular
25,Day26(Fri),6,Reg(ExistingStudent),Social,T06,2,Regular
25,Day26(Fri),7,S078,Social,T06,9,Seasonal
25,Day26(Fri),7,Reg(ExistingStudent),Math,T06,10,Regular
25,Day26(Fri),7,S029,Japanese,T08,10,Seasonal
25,Day26(Fri),7,S010,Science,T09,6,Seasonal
25,Day26(Fri),8,Reg(ExistingStudent),Social,T01,2,Regular
25,Day26(Fri),8,Reg(ExistingStudent),Science,T03,7,Regular
25,Day26(Fri),8,S016,Social,T06,5,Seasonal
25,Day26(Fri),8,S072,Japanese,T08,1,Seasonal
25,Day26(Fri),8,S079,English,T09,2,Seasonal
25,Day26(Fri),8,Reg(ExistingStudent),English,T09,10,Regular
25,Day26(Fri),8,Reg(ExistingStudent),Japanese,T14,8,Regular
25,Day26(Fri),8,Reg(ExistingStudent),Science,T15,6,Regular
26,Day27(Sat),1,Reg(ExistingStudent),Science,T07,1,Regular
26,Day27(Sat),1,Reg(ExistingStudent),Japanese,T15,8,Regular
26,Day27(Sat),3,Reg(ExistingStudent),Japanese,T01,2,Regular
26,Day27(Sat),3,Reg(ExistingStudent),Social,T02,5,Regular
26,Day27(Sat),3,S066,Science,T03,8,Seasonal
26,Day27(Sat),3,S016,Social,T06,3,Seasonal
26,Day27(Sat),3,S044,Science,T07,10,Seasonal
26,Day27(Sat),3,S065,English,T09,5,Seasonal
26,Day27(Sat),3,S043,Social,T11,7,Seasonal
26,Day27(Sat),4,S013,Science,T03,4,Seasonal
26,Day27(Sat),4,Reg(ExistingStudent),Science,T03,8,Regular
26,Day27(Sat),4,S026,Social,T06,1,Seasonal
26,Day27(Sat),4,S007,Japanese,T07,10,Seasonal
26,Day27(Sat),4,Reg(ExistingStudent),Japanese,T07,4,Regular
26,Day27(Sat),4,S068,English,T09,6,Seasonal
26,Day27(Sat),4,Reg(ExistingStudent),Math,T10,7,Regular
